"recipient_uei","IHE","recipient_name","recipient_name_raw","recipient_parent_name","recipient_parent_uei","recipient_city_name","recipient_state_code","prime_award_base_transaction_description","total_obligated_amount","period_of_performance_start_date","period_of_performance_end_date","period_of_performance_potential_end_date","primary_place_of_performance_country_name","generated_unique_award_id","award_type"
"LN53LCFJFL45","","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","PRESIDENT AND FELLOWS OF HARVARD COLLEGE",NA,NA,"CAMBRIDGE","MA","BUILDING LOCAL STATE CAPACITY: EVIDENCE FROM TECHNOLOGY INVESTMENTS IN GHANA",871178,"2022-09-01","2025-08-31",NA,"GHANA","ASST_NON_7200AA22FA00039_7200","PROJECT GRANT (B)"
"Y8CWNJRCNN91","","UNIVERSITY OF ILLINOIS","UNIVERSITY OF ILLINOIS","UNIVERSITY OF ILLINOIS","V2PHZ2CSCH63","URBANA","IL","THE PURPOSE OF THE NEW SOYBEAN VALUE CHAIN RESEARCH (SVCR) INNOVATION LAB (IL) IS TO FACILITATE THE   DEVELOPMENT AND DISSEMINATION OF EVIDENCE-BASED TECHNOLOGIES AND PRACTICES FOR WIDESPREAD ADOPTION AND BUILD   THE CAPACITY OF PUBLIC-PRIVATE PARTNERS ACROSS SOY MARKET SYSTEMS IN SUB-SAHARAN AFRICA (SSA). SOYBEAN   PRODUCED BY AFRICAN COUNTRIES IS 1% OF THE TOTAL WORLD PRODUCTION AND THE DOMESTIC NEED FOR FOOD AND FEED IS MET   BY IMPORTING OVER FOUR MILLION METRIC TONS (MT) OF SOYBEAN GRAIN AND ITS PRODUCTS. SOYBEAN GRAIN YIELD (AROUND 1   MT/HA) IS 39% LOWER THAN WORLD AVERAGE AND 68% LOWER THAN THAT OF THE USA. CONSTRAINTS THAT  CONTRIBUTE TO SUCH LOW YIELDS ARE A) BIOTIC AND ABIOTIC STRESSES, B) NARROW GERMPLASM ADAPTED TO TROPICAL   ENVIRONMENTS, C) LIMITED ACCESS TO QUALITY SEEDS FOR FARMERS INCLUDING FINANCING, D) INADEQUATE AGRONOMIC   PRACTICES, E) ABSENCE OF SMALL-SCALE FARM MECHANIZATION, AND F) INADEQUATE MARKET LINKAGES.    KEY RESULTS OR OUTCOMES EXPECTED ARE: A) SOY BREEDING PROGRAMS OF NATIONAL AGRICULTURE RESEARCH SYSTEMS   (NARS) AND CGIAR IN SSA MODERNIZED AND USE NEW TOOLS AND METHODS TO RESOLVE BIOTIC AND ABIOTIC STRESSES, B)   IMPROVED SOYBEAN VARIETIES WITH ENHANCED GRAIN YIELD (GENETIC GAIN) DEVELOPED AND DEPLOYED, C) IMPROVED SOY   MANAGEMENT PRACTICES DEVELOPED AND INPUT BUNDLING FOR DIFFERENT PRODUCTION SYSTEMS GENERATED, D) AFFORDABLE   SMALL-SCALE FARM MECHANIZATION, E) ENHANCED SOY UTILIZATION FOR FOOD AND FEED, F) ECONOMIC IMPACT OF SOYBEAN   KNOWN FOR SELECTED FTF COUNTRIES, AND G) SOY PUBLIC-PRIVATE RESEARCH FOR DEVELOPMENT (R4D) NETWORKS   STRENGTHENED.     THIS PROGRAM IS DESIGNED TO IDENTIFY AND LAUNCH A NEW FEED THE FUTURE INNOVATION LAB FOCUSED ON SOYBEAN   VALUE CHAIN RESEARCH AND CAPACITY DEVELOPMENT AT THE SMALLHOLDER AND FOOD-FEED SYSTEMS LEVELS.    (1) AWARD STRUCTURE  THE FEED THE FUTURE INNOVATION LAB FOR SOYBEAN VALUE CHAIN RESEARCH (FTFIL SVCR) WILL BE A FIVE-YEAR LEADER   WITH ASSOCIATES COOPERATIVE AGREEMENT, AWARDED TO A U.S. UNIVERSITY TO DEVELOP A SUB-SAHARAN AFRICA (SSA)    PORTFOLIO OF SOY RESEARCH-FOR-DEVELOPMENT (R4D) ACTIVITIES AND SCALE TECHNOLOGIES THROUGH EFFECTIVE PUBLIC-PRIVATE   PARTNERSHIPS. THE AWARD'S TOTAL ESTIMATED AMOUNT (TEA) ALLOWS A MAXIMUM AWARD CEILING OF $30,000,000,   STRUCTURED AS FOLLOWS:  A $10,000,000 LEADER AWARD WILL SUPPORT THE SUCCESSFUL US UNIVERSITY APPLICANT TO ACT AS THE MANAGEMENT ENTITY   (ME) OF THE SVCR INNOVATION LAB. IN THIS CAPACITY, THE AWARDEE'S PRIMARY RESPONSIBILITY SHALL BE TO DEVELOP,   SELECT, AND MANAGE A PORTFOLIO OF SOYBEAN VALUE CHAIN RESEARCH AND CAPACITY-DEVELOPMENT ACTIVITIES. THE LEADER   AWARD IS INTENDED TO SUPPORT MANAGEMENT ENTITY (ME) COSTS ASSOCIATED WITH MANAGING AND IMPLEMENTING THE   PORTFOLIO OF SVCR INNOVATION LAB ACTIVITIES, WITH A MAJORITY OF LEADER AWARD FUNDS TO BE ALLOCATED TO SUB-AWARDED   RESEARCH AND CAPACITY DEVELOPMENT ACTIVITIES. THESE SUB-AWARDS MAY INCLUDE A MIX OF COMPETITIVELY PROCURED   ACTIVITIES AND COMMISSIONED (I.E. NON-COMPETED) ACTIVITIES. SOME FUNDS MAY ALSO BE RESERVED BY THE ME TO   FACILITATE RESEARCH, TRAINING, WORKSHOPS, CONFERENCES, AND MEETINGS FOR THE PURPOSE OF PROFESSIONAL DEVELOPMENT   OF STUDENTS AND RESEARCHERS ASSOCIATED WITH THE INNOVATION LAB.  $20,000,000 OF POTENTIAL ADDITIONAL FUNDING MAY BE AWARDED NONCOMPETITIVELY BY USAID FIELD MISSIONS OR OTHER   OFFICES, TO SUPPORT ADDITIONAL ACTIVITIES THAT FALL WITHIN THE TECHNICAL SCOPE OF THE AWARD. THIS MAY INCLUDE:  A MAXIMUM OF $10,000,000 IN POTENTIAL ASSOCIATE AWARDS  A MAXIMUM OF $10,000,000 IN POTENTIAL BUY-INS  (2) PROGRAM",6300000,"2022-08-15","2027-08-14",NA,"UNITED STATES","ASST_NON_7200AA22LE00003_7200","COOPERATIVE AGREEMENT (B)"
"D3LHU66KBLD5","","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","D3LHU66KBLD5","CHAPEL HILL","NC","THE PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN EFFECTIVE GENERATION AND USE OF HIGH-QUALITY DATA AND EVIDENCE TO   STRENGTHEN POLICIES AND PROGRAM IMPLEMENTATION IN LOW- AND MIDDLE-INCOME COUNTRIES. GH PEARL HAS BEEN   DESIGNED TO SERVE AS A RESOURCE FOR MONITORING, EVALUATION, RESEARCH AND LEARNING (MERL) RELATED TO IMPROVEMENTS   IN THE QUALITY, COVERAGE AND EQUITY OF FAMILY PLANNING (FP) AND REPRODUCTIVE, MATERNAL, NEWBORN, CHILD HEALTH AND   NUTRITION (RMNCH+N) INTERVENTIONS.",24746242,"2023-10-01","2028-09-30",NA,"UNITED STATES","ASST_NON_7200AA23CA00023_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",NA,"TEMPE","AZ","YOUNG AFRICAN LEADERS INITIATIVE (YALI) LEGACY AND LOCALIZATION ACTIVITY",10000000,"2023-09-22","2028-09-21",NA,"UNITED STATES","ASST_NON_7200AA23CA00024_7200","COOPERATIVE AGREEMENT (B)"
"R28EKN92ZTZ9","","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","TESTING A COMBINED SIT/IIT APPROACH TO CONTROL MOSQUITO-BORNE DISEASES AT SCALE",1500000,"2023-10-01","2026-09-30",NA,"MEXICO","ASST_NON_7200AA23FA00021_7200","PROJECT GRANT (B)"
"NNFQH1JAPEP3","","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","GAINESVILLE","FL","BRUCELLOSIS CONTROL STRATEGIES MUST BE OPTIMIZED FOR THE TARGET CONTEXT. HOWEVER, THERE IS A DEARTH OF DATA ON THE   BIOLOGICAL, ECOLOGICAL, SOCIAL, AND CULTURAL FACTORS THAT INFLUENCE BRUCELLOSIS' SPREAD IN SUB-SAHARAN AFRICA. THERE ARE   ALSO GAPS IN UNDERSTANDING THE LEVERAGE POINTS TO INFLUENCE INDIVIDUALS, COMMUNITIES, AND NATIONAL SYSTEMS TO   ENACT MEASURES TO IMPROVE THE CONTROL OF DISEASE. THE KEY OBJECTIVE OF THIS ACTIVITY IS TO DEVELOP QUANTITATIVE AND   QUALITATIVE TOOLS SUCH AS EPIDEMIOLOGICAL MODELS AND SOCIAL AND BEHAVIOR CHANGE RESEARCH TO INFORM THE DESIGN OF   EVIDENCE- AND RISK-BASED CONTROL MEASURES. THIS EVIDENCE WILL ALSO COMPLEMENT FUTURE TECHNICAL INNOVATIONS SUCH   AS IMPROVED VACCINES, DIAGNOSTICS, AND TREATMENTS.",1998942,"2023-10-03","2026-10-02",NA,"KENYA","ASST_NON_7200AA23LA00003_7200","COOPERATIVE AGREEMENT (B)"
"CFMMM5JM7HJ9","","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY",NA,"MANHATTAN","KS","THIS INNOVATION LAB WILL FOCUS ON FIVE CEREAL CROPS (WHEAT, RICE, MAIZE, SORGHUM AND MILLETS) TO  DISCOVER   GENES/MARKERS CONTROLLING ADAPTATION TO CLIMATE RESILIENCE, VALIDATE AND DEPLOY THEM IN ELITE BREEDING MATERIALS.   THE AIM IS TO PROVIDE A PIPELINE OF CLIMATE ADAPTED TRAITS TO BREEDING NETWORKS IN FEED THE FUTURE COUNTRIES THAT   LEADS TO THE DEVELOPMENT OF IMPROVED VARIETIES, INCREASED PRODUCTIVITY AND FOOD SECURITY.",8800115,"2023-09-30","2028-09-29",NA,"UNITED STATES","ASST_NON_7200AA23LE00003_7200","PROJECT GRANT (B)"
"HTQ6K6NJFHA6","","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA","BOARD OF REGENTS OF UNIVERSITY OF NEBRASKA","LF77GRM3FWG5","LINCOLN","NE","GENERATE RESEARCH-BASED EVIDENCE TO SUPPORT THE GROWTH OF VIBRANT IRRIGATION AND MECHANIZATION MARKETS, DEVELOP STRONG INSTITUTIONS AND LOCAL CAPACITY FOR THEIR SUSTAINABILITY, AND FOSTER OPPORTUNITIES FOR EQUITABLE ACCESS, ESPECIALLY AMONG POOR AND WOMEN SMALLHOLDER FARMERS.",7667011,"2023-09-22","2028-09-21",NA,"UNITED STATES","ASST_NON_7200AA23LE00005_7200","COOPERATIVE AGREEMENT (B)"
"L54FLKJM2MN4","","UNIVERSITY OF TENNESSEE","UNIVERSITY OF TENNESSEE","BOARD OF REGENTS TENNESSEE","JBG7T7RXQ2B7","KNOXVILLE","TN","USAID F2F PROGRAM PROVIDES HIGHLY-QUALIFIED VOLUNTEER TECHNICAL ASSISTANCE IN TARGET COUNTRIES TO ADDRESS   AGRICULTURAL SECTOR CONSTRAINTS AND OPPORTUNITIES.",2503561,"2023-10-01","2028-09-29",NA,"UNITED STATES","ASST_NON_7200AA23LE00011_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",NA,"TEMPE","AZ","THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO PROVIDE SUPPORT FOR THE PROGRAM DESCRIBED IN ATTACHMENT   B TO THIS COOPERATIVE AGREEMENT ENTITLED ""PROGRAM DESCRIPTION."" THIS AWARD WILL CONTRIBUTE TO THE GLOBAL   OPEN MAPPING ECOSYSTEM. SPECIFICALLY, THE AWARD WILL INCREASE ACCESS TO GEOSPATIAL DATA RELEVANT TO USAID   AND ITS PARTNER COUNTRIES BY BUILDING THE CAPACITY OF YOUTH TO CREATE AND WORK WITH THIS DATA. PROGRAM   ACTIVITIES WILL SUBSTANTIVELY ENGAGE LOCAL PARTNERS FOCUSED ON POSITIVE YOUTH DEVELOPMENT (PYD) TO CREATE   AND ANALYZE OPEN GEOSPATIAL DATA.",1800000,"2024-10-01","2029-09-30",NA,"UNITED STATES","ASST_NON_7200AA24CA00014_7200","COOPERATIVE AGREEMENT (B)"
"GTNBNWXJ12D5","","VANDERBILT UNIVERSITY","VANDERBILT UNIVERSITY","THE VANDERBILT UNIVERSITY",NA,"NASHVILLE","TN","DEMOCRACY INDICATORS MONITORING SURVEY",3485000,"2024-09-30","2029-09-29",NA,"UNITED STATES","ASST_NON_7200AA24CA00018_7200","COOPERATIVE AGREEMENT (B)"
"GS3YEVSS12N6","","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",NA,NA,"BERKELEY","CA","TESTING A BUDGETING INTERVENTION TO ADDRESS SEASONAL HUNGER",550000,"2024-08-27","2027-08-26",NA,"MALAWI","ASST_NON_7200AA24FA00010_7200","PROJECT GRANT (B)"
"GTNBNWXJ12D5","","VANDERBILT UNIVERSITY","VANDERBILT UNIVERSITY","THE VANDERBILT UNIVERSITY",NA,"NASHVILLE","TN","EXPERIMENTAL EVIDENCE ON PUBLIC-PRIVATE PARTNERSHIPS IN EDUCATION",525000,"2024-09-03","2027-09-02",NA,"COLOMBIA","ASST_NON_7200AA24FA00012_7200","PROJECT GRANT (B)"
"FL6GV84CKN57","","YALE UNIV","YALE UNIV","YALE UNIV","FL6GV84CKN57","NEW HAVEN","CT","WISE INDIA: WOMEN'S INITIATIVE FOR SOCIOECONOMIC EMPOWERMENT",1279000,"2024-09-03","2027-09-02",NA,"INDIA","ASST_NON_7200AA24FA00016_7200","PROJECT GRANT (B)"
"C1F5LNUF7W86","","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","C1F5LNUF7W86","BOSTON","MA","EVALUATING THE IMPACT OF RAINWATER HARVESTING TECHNOLOGY AT SCALE",950000,"2024-09-01","2027-08-31",NA,"NIGER","ASST_NON_7200AA24FA00019_7200","PROJECT GRANT (B)"
"LN53LCFJFL45","","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","PRESIDENT AND FELLOWS OF HARVARD COLLEGE",NA,NA,"CAMBRIDGE","MA","EVALUATING A SOCIAL PROTECTION PROGRAM TO REDUCE POVERTY",1500000,"2024-09-10","2027-09-09",NA,"INDONESIA","ASST_NON_7200AA24FA00026_7200","PROJECT GRANT (B)"
"G56PUALJ3KT5","","CORNELL UNIVERSITY","CORNELL UNIVERSITY","CORNELL UNIVERSITY",NA,"ITHACA","NY","THIS FIVE-YEAR ASSOCIATE AWARD USES THE FEED THE FUTURE INNOVATION LAB FOR CROP IMPROVEMENT LEADER AWARD   (LWA) AWARDED TO CORNELL UNIVERSITY. SPECIFICALLY, THE PURPOSE OF THIS ASSOCIATE AWARD IS TO HELP USAID   ACHIEVE FEED THE FUTURE OBJECTIVES BY IMPROVING EXISTING GLOBAL BREEDING EFFICIENCY AND EFFECTIVENESS BY   UPGRADING THE PERFORMANCE OF KEY NATIONAL COFFEE RESEARCH PROGRAMS.",1000000,"2024-10-01","2029-09-30",NA,"UNITED STATES","ASST_NON_7200AA24LA00003_7200","COOPERATIVE AGREEMENT (B)"
"GS3YEVSS12N6","","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",NA,NA,"BERKELEY","CA","THE OBJECTIVE OF THIS COOPERATIVE AGREEMENT IS TO SUPPORT THE RECIPIENT TO ADDRESS MULTIPLE GAPS WITHIN   USAID AS WELL AS IN THE BROADER EVIDENCE ECOSYSTEM.",5473238,"2024-09-13","2029-09-12",NA,"UNITED STATES","ASST_NON_7200AA24LE00002_7200","COOPERATIVE AGREEMENT (B)"
"XRJSGX384TD6","","WASHINGTON STATE UNIVERSITY","WASHINGTON STATE UNIVERSITY",NA,NA,"PULLMAN","WA","THE FEED THE FUTURE INNOVATION LAB FOR VETERINARY VACCINE DELIVERY (VVDIL) WILL SERVE AS A PLATFORM FOR   ACCELERATING THE DEVELOPMENT AND DEPLOYMENT OF VETERINARY VACCINES THAT ARE COLD-CHAIN-INDEPENDENT,   APPROPRIATELY PACKAGED, AND TIME-DELIVERED.",2100000,"2024-10-01","2029-09-30",NA,"UNITED STATES","ASST_NON_7200AA24LE00003_7200","COOPERATIVE AGREEMENT (B)"
"CFMMM5JM7HJ9","","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY",NA,"MANHATTAN","KS","CRSI IL",3599226,"2024-09-30","2029-09-29",NA,"UNITED STATES","ASST_NON_7200AA24LE00004_7200","COOPERATIVE AGREEMENT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY","GS4PNKTRNKL3","BALTIMORE","MD","THE OBJECTIVE OF THE COOPERATIVE AGREEMENT IS TO ADVANCE PROGRESS TOWARDS THE INSTITUTIONALIZATION OF KNOWLEDGE MANAGEMENT (KM) AT GLOBAL AND LOCAL LEVELS THAT IS ACCESSIBLE AND TAILORED TO THE NEEDS OF RELEVANT STAKEHOLDERS AND EQUITABLY ENGAGES MARGINALIZED GROUPS ACROSS FP/RH AND OTHER GLOBAL HEALTH COMMUNITIES. THE ACTIVITY'S PURPOSE IS TO INCREASE IMPACT, REALIZE EFFICIENCIES, AND ACHIEVE BETTER DEVELOPMENT OUTCOMES BY INTEGRATING KM ACTIVITIES AND CAPACITY INTO GLOBAL HEALTH AND DEVELOPMENT PROGRAMS.",2211599,"2025-01-16","2030-01-15",NA,"UNITED STATES","ASST_NON_7200AA25CA00002_7200","COOPERATIVE AGREEMENT (B)"
"Z1H9VJS8NG16","","THE UNIVERSITY OF IOWA","UNIVERSITY OF IOWA, THE","THE UNIVERSITY OF IOWA","Z1H9VJS8NG16","IOWA CITY","IA","PRIVATE SECTOR PARTNERSHIPS TO STRENGTHEN HIGHER EDUCATION AIMS TO STRENGTHEN PARTNERSHIPS BETWEEN THE PRIVATE SECTOR AND ACADEMIC INSTITUTIONS, AND SUPPORT DEVELOPMENT OF MARKET-ORIENTED AND EXPERIENTIAL LEARNING APPROACHES. TO BE ACHIEVED THROUGH SUSTAINED COLLABORATION BETWEEN THE PRIVATE SECTOR, LOCAL AND UNITED STATES BASED UNIVERSITIES WITH THE GOAL OF MAKING HIGHER EDUCATION MORE RELEVANT AND RESPONSIVE TO KOSOVO'S EVOLVING MARKET NEEDS AS A DEVELOPING DEMOCRATIC COUNTRY.",3999896,"2023-01-17","2028-01-16",NA,"KOSOVO","ASST_NON_72016723CA00002_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","HX59VKHQH1V7","TEMPE","AZ","THE CENTER OF EXCELLENCE FOR ENERGY (COE/E) ACTIVITY WAS DESIGNED BY USAID TO SUPPORT EGYPT'S ECONOMIC DEVELOPMENT BY ESTABLISHING PARTNERSHIPS FOR HUMAN AND INSTITUTIONAL CAPACITY BUILDING BETWEEN HIGHER EDUCATION INSTITUTIONS IN THE UNITED STATES AND EGYPTIAN PUBLIC UNIVERSITIES.",19529220,"2021-11-22","2026-11-21",NA,"EGYPT","ASST_NON_72026322CA00001_7200","COOPERATIVE AGREEMENT (B)"
"PCFKGNDRA2B4","","WORLD LEARNING INC.","WORLD LEARNING INC.","WORLD LEARNING INC.","LJUHZSS2B3N1","BRATTLEBORO","VT","THE QUALITY INSTRUCTION TOWARDS ACCESS AND BASIC EDUCATION IMPROVEMENT (QITABI) 2 ACTIVITY SEEKS TO IMPROVE LEARNING OUTCOMES (ACADEMIC, SOCIAL AND EMOTIONAL OUTCOMES) FOR ALL STUDENTS IN PUBLIC PRIMARY SCHOOLS. THE ACTIVITY TARGETS AN ESTIMATED 200,000 GIRLS AND BOYS, INCLUDING THOSE WHO ARE REGISTERED IN SECOND SHIFTS OF PUBLIC SCHOOLS.",93599994,"2019-03-30","2025-03-31",NA,"LEBANON","ASST_NON_72026819CA00001_7200","COOPERATIVE AGREEMENT (B)"
"C1F5LNUF7W86","","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","WL9FLBRVPJJ7","BOSTON","MA","EXCLUSIVE BREASTFEEDING IS RANKED AS THE NUMBER ONE PREVENTATIVE CHILD SURVIVAL INTERVENTION WHILE APPROPRIATE AND TIMELY COMPLEMENTARY FEEDING IS RANKED AS NUMBER THREE. GLOBALLY, THE IMPLEMENTATION OF OPTIMAL INFANT AND YOUNG CHILD FEEDING (IYCF) CAN PREVENT UP TO 1.4 MILLION DEATHS ANNUALLY.  MATERNAL BREASTFEEDING AND APPROPRIATE COMPLEMENTARY FEEDING PROVIDE OPTIMAL NUTRITION IN EARLY YEARS OF LIFE AND BENEFIT BOTH THE MOTHER AND THE INFANT LATER IN LIFE.  TO ADDRESS JORDAN¿S NUTRITION CHALLENGES, USAID/JORDAN ANTICIPATES AWARDING TWO COMPANION ACTIVITIES. THE FIRST, COMMUNITY HEALTH AND NUTRITION, IS A FIVE-YEAR COOPERATIVE AGREEMENT TO WORK WITH COMMUNITIES AND HEALTH CARE PROVIDERS TO IMPROVE THE NUTRITIONAL STATUS OF CHILDREN UNDER FIVE AND PREGNANT AND LACTATING WOMEN BY IMPROVING BREASTFEEDING PRACTICES, INTRODUCING APPROPRIATE COMPLEMENTARY FOODS AT THE RIGHT TIME, AND ENSURING APPROPRIATE CHILD SPACING THROUGH POSTPARTUM FAMILY PLANNING (FP) AND CONTINUATION OF MODERN FORMS OF CONTRACEPTION.THE SECOND, DESCRIBED HERE, IS USAID¿S NUTRITION INNOVATION LAB WHICH WILL BE A COMPANION AWARD TO THE COMMUNITY HEALTH AND NUTRITION ACTIVITY, TO LINK PROGRAM LEARNING WITH PROGRAM IMPLEMENTATION, AND TO IMPROVE THE LEVEL OF PUBLIC HEALTH NUTRITION ACADEMIC KNOWLEDGE IN JORDAN",5954585,"2020-01-30","2026-07-30",NA,"JORDAN","ASST_NON_72027820LA00003_7200","COOPERATIVE AGREEMENT (B)"
"KU3DCFJJTVN3","","TEXAS A&M AGRILIFE RESEARCH","TEXAS A&M AGRILIFE RESEARCH",NA,NA,"COLLEGE STATION","TX","THE YOUNG WOMEN LEAD (YWL) PROGRAM IS DESIGNED TO ASSIST APPROXIMATELY 650 YOUNG AFGHAN WOMEN TO  SUCCESSFULLY COMPLETE SHORT, POST-SECONDARY EDUCATION PROGRAMS IN FEMALE-SPECIFIC EMPLOYMENT  FIELDS.",4935797,"2023-09-28","2025-09-27",NA,"AFGHANISTAN","ASST_NON_72030623CA00003_7200","COOPERATIVE AGREEMENT (B)"
"U9JCYEXFEEU4","","TUSKEGEE UNIVERSITY","TUSKEGEE UNIVERSITY","TUSKEGEE UNIVERSITY",NA,"TUSKEGEE INSTITUTE","AL","THE PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN AFU'S CAPACITY TO CONTRIBUTE TO NEPAL'S AGRICULTURAL DEVELOPMENT BY IMPROVING THE QUALITY OF AGRICULTURAL HIGHER EDUCATION, INCREASING AGRICULTURAL GRADUATES' EMPLOYABILITY, AND CONTRIBUTING TO RESEARCH AND EXTENSION ACTIVITIES THAT PLAY A CENTRAL ROLE IN NEPAL'S AGRICULTURAL AND ECONOMIC TRANSFORMATION.  IT IS ANTICIPATED THAT DIRECT WORK WITH AFU WILL IN TURN ALSO CREATE SYSTEM-LEVEL CHANGE IN THE OVERALL HIGHER EDUCATION SYSTEM IN NEPAL.",3415617,"2022-12-19","2027-12-18",NA,"NEPAL","ASST_NON_72036723CA00001_7200","COOPERATIVE AGREEMENT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY, THE","THE JOHNS HOPKINS UNIVERSITY","FTMTDMBR29C7","BALTIMORE","MD","THIS FIVE-YEAR COOPERATIVE AGREEMENT WILL ALLOW USAID/INDIA TO SUPPORT THE GOVERNMENT OF INDIA¿S GOAL OF AN AIDS-FREE GENERATION, THIS ACTIVITY WILL RAPIDLY DEMONSTRATE AND ASSESS NEW MODELS TO INCREASE ACCESSIBILITY, AVAILABILITY, AND DEMAND OF HIGH QUALITY, COMPREHENSIVE HIV PREVENTION, CARE AND TREATMENT SERVICES; WHILE STRENGTHENING SYSTEMS AND THE ENABLING ENVIRONMENT FOR KPS, ESPECIALLY HARD-TO-REACH KPS, THEIR PARTNERS, SPOUSES AND CHILDREN TO HAVE EQUITABLE ACCESS TO HIV/AIDS AND SOCIAL SERVICES.",39509965,"2019-04-02","2026-12-31",NA,"INDIA","ASST_NON_72038619CA00001_7200","COOPERATIVE AGREEMENT (B)"
