"recipient_uei","IHE","recipient_name","recipient_name_raw","recipient_parent_name","recipient_parent_uei","recipient_city_name","recipient_state_code","prime_award_base_transaction_description","total_obligated_amount","period_of_performance_start_date","period_of_performance_end_date","period_of_performance_potential_end_date","primary_place_of_performance_country_name","generated_unique_award_id","award_type"
"QDE5UHE5XD16","","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","M515A1DKXAN8","BLACKSBURG","VA","THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO UTILIZE HIGHER EDUCATION INSTITUTIONS (HEIS) TO ENHANCE THE SYSTEMIC RESILIENCE OF INFRASTRUCTURE AGAINST DISASTER AND CLIMATE RISKS. THIS WILL BE ACHIEVED BY ESTABLISHING A NETWORK OF SELECTED HEIS FROM THE UNITED STATES AND INDIA, WORKING IN COLLABORATION WITH OTHER STAKEHOLDERS, TO ADDRESS GAPS IN INFRASTRUCTURE RESILIENCE EDUCATION, TRAINING, AND KNOWLEDGE MANAGEMENT. THE ACTIVITY AIMS TO STRENGTHEN THE CAPACITY OF STAKEHOLDERS AND FOSTER A HIGHER EDUCATION ECOSYSTEM FOCUSED ON INFRASTRUCTURE RESILIENCE.",1000000,"2024-05-01","2029-04-30",NA,"INDIA","ASST_NON_72038624CA00003_7200","COOPERATIVE AGREEMENT (B)"
"QDE5UHE5XD16","","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","QDE5UHE5XD16","BLACKSBURG","VA","FEED THE FUTURE BANGLADESH INTEGRATED PEST MANAGEMENT ACTIVITY (IPMA)",4000000,"2021-07-25","2025-07-24",NA,"BANGLADESH","ASST_NON_72038821LA00001_7200","COOPERATIVE AGREEMENT (B)"
"LL8GLEVH6MG3","","UNIVERSITY OF UTAH","UNIVERSITY OF UTAH, THE","UNIVERSITY OF UTAH","LL8GLEVH6MG3","SALT LAKE CITY","UT","HIGHER EDUCATION SYSTEM STRENGTHENING ACTIVITY (HESSA)",18574472,"2021-08-11","2026-08-10",NA,"PAKISTAN","ASST_NON_72039121CA00001_7200","COOPERATIVE AGREEMENT (B)"
"YH86RTW2YVJ4","","TRUSTEES OF INDIANA UNIVERSITY","TRUSTEES OF INDIANA UNIVERSITY","TRUSTEES OF INDIANA UNIVERSITY","YH86RTW2YVJ4","BLOOMINGTON","IN","PARTNERSHIP FOR HIGHER EDUCATION REFORM AIMS TO SUPPORT THREE VIETNAM NATIONAL UNIVERSITIES.",8480181,"2021-08-02","2026-08-01",NA,"VIETNAM","ASST_NON_72044021CA00003_7200","COOPERATIVE AGREEMENT (B)"
"GS3YEVSS12N6","","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","STATE OF CALIFORNIA CONTROLLERS OFFICE","NUDGYLBB4S99","BERKELEY","CA","THE PURPOSE OF USAID DIGITAL FUTURE CAMBODIA IS TO CREATE A COHORT OF CAMBODIAN YOUTH WITH ENTERPRISE-DRIVEN SKILLS, TRAINING, AND QUALIFICATIONS THAT WILL HELP THEM CONTRIBUTE TO CAMBODIAN SOCIETY AND SUCCEED IN A MODERN DIGITAL ECONOMY, AND SUPPORT AN OPEN INTERNET AND FREEDOM OF INFORMATION EXCHANGE IN ORDER TO ENCOURAGE COMPETITION, INNOVATION, AND PROMOTE INTERNATIONAL STANDARDS FOR IT CERTIFICATION IN ORDER TO ADVANCE CAMBODIA'S SELF-RELIANCE IN THE DIGITAL AGE.",14514379,"2021-09-24","2026-09-23",NA,"CAMBODIA","ASST_NON_72044221CA00001_7200","COOPERATIVE AGREEMENT (B)"
"CJDNG9D14MW7","","UNIVERSITY OF RHODE ISLAND","UNIVERSITY OF RHODE ISLAND","UNIVERSITY OF RHODE ISLAND","NFS9RNJVPMC7","KINGSTON","RI","FISH RIGHT",32948716,"2018-03-30","2025-12-31",NA,"PHILIPPINES","ASST_NON_72049218CA00004_7200","COOPERATIVE AGREEMENT (B)"
"CJDNG9D14MW7","","UNIVERSITY OF RHODE ISLAND","UNIVERSITY OF RHODE ISLAND","UNIVERSITY OF RHODE ISLAND","NFS9RNJVPMC7","KINGSTON","RI","THIS FIVE-YEAR ACTIVITY IN THE PACIFIC REGION SEEKS TO ADDRESS THE DRIVERS OF ILLEGAL, UNREPORTED, AND UNREGULATED (IUU) FISHING THAT ARE DEGRADING COASTAL FISHERIES AND BIODIVERSITY AND NEGATIVELY IMPACTING LOCAL LIVELIHOODS, FOOD STABILITY, AND MARITIME SECURITY. WHILE THE PRIMARY FOCUS IS ON COASTAL FISHERIES, THIS ACTIVITY CONSIDERS THE ECOLOGICAL CONNECTION OF COASTAL AND OCEANIC FISHERIES AND THUS SEEKS SOLUTIONS TO CHALLENGES OF IUU FISHING ACROSS THE PACIFIC.",8691225,"2021-10-04","2026-10-03",NA,"FIJI","ASST_NON_72049221CA00003_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","HX59VKHQH1V7","TEMPE","AZ","THE PURPOSE OF THE HEPI PROGRAM IS TO DEVELOP A SUSTAINABLE PARTNERSHIP BETWEEN U.S. AND INDONESIAN HIGHER EDUCATION INSTITUTIONS AS WELL AS THE PRIVATE SECTOR TO ENHANCE STUDENT CRITICAL SKILLS AND COMPETENCIES THROUGH HIGH QUALITY INTERNATIONALLY RECOGNIZED DEGREES AND INDUSTRY CREDENTIALS.",4633644,"2022-02-24","2027-02-23",NA,"INDONESIA","ASST_NON_72049722CA00003_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","HX59VKHQH1V7","TEMPE","AZ","THE GBV PREVENTION, PROTECTION AND ACCOUNTABILITY IN EL SALVADOR ACTIVITY WILL AIM TO PROMOTE IMPROVEMENTS IN PREVENTION OF GBV, VICTIMS' ASSISTANCE, AND JUDICIAL ACCOUNTABILITY FOR PERPETRATORS.",24733610,"2022-10-03","2027-10-02",NA,"EL SALVADOR","ASST_NON_72051922CA00002_7200","COOPERATIVE AGREEMENT (B)"
"CFMMM5JM7HJ9","","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY",NA,"MANHATTAN","KS","FTF SCALING AGRICULTURE TECHNOLOGIES COORDINATION ACTIVITY",2400000,"2024-01-16","2029-01-15",NA,"GUATEMALA","ASST_NON_72052024LA00001_7200","COOPERATIVE AGREEMENT (B)"
"CFMMM5JM7HJ9","","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY","KANSAS STATE UNIVERSITY","NJN6EFNKVKT4","MANHATTAN","KS","THIS ACTIVITY AIMS TO BUILD INSTITUTIONAL AND HUMAN CAPACITY SO THAT HAITI IS ABLE TO IDENTIFY AND SEEK THE SOLUTIONS TO ITS AGRICULTURAL PROBLEMS IN PARTNERSHIP WITH U.S. UNIVERSITIES. BY FOCUSING ON HAITIAN INSTITUTIONS, THIS ACTIVITY WILL PROVIDE GREATLY NEEDED ASSISTANCE TO A CONSORTIUM OF UNIVERSITIES AND RESEARCH INSTITUTIONS TO DEVELOP A NETWORK OF MUTUAL SUPPORT AND EXCHANGE. THE LEAD U.S. UNIVERSITY, KANSAS STATE UNIVERSITY, LEADING THE SUSTAINABLE INTENSIFICATION FEED THE FUTURE INNOVATION LAB (SI FTF-IL), WILL WORK WITH THE HAITIAN INSTITUTIONS TO DEVELOP A SIMPLE FIVE-YEAR PLAN THROUGH IN-DEPTH DISCUSSIONS WITH PUBLIC AND PRIVATE SECTOR STAKEHOLDERS ON PRIORITIES, OPPORTUNITIES, AND COMMITMENTS. THIS PLAN WOULD INCLUDE A RANGE OF ACTIVITIES TO SUPPORT SUCH EFFORTS AS: 1) INCREASING INSTITUTIONAL AND HUMAN CAPACITY THAT BETTER MEET THE DEMANDS OF THE AGRICULTURAL ECONOMY, 2) DEVELOPING REVENUE-GENERATING SERVICES TO PROVIDE TO THE REGION, AND 3) IMPROVING LINKAGES BETWEEN UNIVERSITIES, EXTENSIONISTS (PUBLIC AND PRIVATE), PRIVATE SECTOR, AND FARMERS. THE GOAL IS TO DEVELOP AN EASY-TO-FOLLOW AND REALISTIC PLAN THAT FOCUSES ON BETTER CONNECTING UNIVERSITIES TO FARMERS AND FARMS AND TRAINING INDIVIDUALS WHO WILL WORK IN THE SECTOR. ALL PLANS WILL INCLUDE ACTIVITIES AND RATIONALE, TIMELINE, BUDGET, AND A SUSTAINABILITY PLAN.",10007112,"2021-09-30","2026-09-29",NA,"HAITI","ASST_NON_72052121LA00001_7200","COOPERATIVE AGREEMENT (B)"
"NNFQH1JAPEP3","","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","GAINESVILLE","FL","THE PURPOSE OF THE HAITI LIVESTOCK INNOVATION ACTIVITY ENTITLED SYSTÈME D'INNOVATION EN PRODUCTION ANIMALE (SIPA) IS TO INCREASE THE LONG-TERM PRODUCTIVITY AND RESILIENCE OF THE LIVESTOCK SECTOR IN HAITI, PARTICULARLY TWO RESILIENCE FOCUS ZONES (RFZ). ONE RFZ IN THE SOUTHERN REGION AND THE OTHER IN THE NORTH-NORTH-EAST-CENTRAL PLATEAU REGION. THE ACTIVITY WILL TAKE INTO CONSIDERATION THE UNIQUE PRODUCTION ENVIRONMENTS, PRIORITY ANIMALS, POTENTIAL FOR IMPROVEMENT, AND EXISTING RESOURCES.   SIPA AIMS TO IMPROVE THE PRODUCTIVITY OF LIVESTOCK IN THE RFZS BY SEEKING LOCALIZED SOLUTIONS FOR ANIMAL NUTRITION AND DEVELOPING A LONG-TERM STRATEGY TO IMPROVE THE GENETIC STOCK OF PRIORITY ANIMALS SUCH AS GOATS AND CATTLE. ALSO, THIS ACTIVITY WILL WORK IN CONJUNCTION WITH THE LIVESTOCK MARKET SYSTEMS (LMS) ACTIVITY TO INFORM AND COMPLEMENT ITS WORK AS IT IS ALSO FOCUSED ON INCREASING THE PRODUCTIVITY AND SALES OF KEY LIVESTOCK FROM A MARKET SYSTEMS APPROACH. THERE WILL BE OPPORTUNITIES TO APPLY AND DISSEMINATE FINDINGS FROM THIS RESEARCH ACTIVITY THROUGH THE LMS TO INDIVIDUALS AND BUSINESSES. IN ADDITION, THIS ACTIVITY WILL ALSO PARTNER WITH LOCAL PARTNER UNIVERSITIES IN COORDINATION WITH THE HAITI UNIVERSITY PARTNERSHIPS (HUP) ACTIVITY. HUP WILL BUILD THE INSTITUTIONAL CAPACITY OF LOCAL AGRICULTURE UNIVERSITIES AND THIS ACTIVITY WILL PARTNER WITH THEM TO CONDUCT RESEARCH, DISSEMINATE FINDINGS, AND POTENTIALLY ESTABLISH REVENUE GENERATING ACTIVITIES IN THE SECTOR.   THE PROJECT GOALS WILL BE ACHIEVED THROUGH THE FOLLOWING RESEARCH OBJECTIVES:   IMPROVE THE GENETIC PROFILE OF KEY LIVESTOCK SPECIES (SMALL RUMINANTS, DAIRY AND BEEF CATTLE) THROUGH BREEDING AND DISSEMINATION OF QUALITY GENETIC STOCK IN HAITI. INCREASE THE PERFORMANCE OF LIVESTOCK THROUGH TRANSFORMATIVE FORAGE AND FEED INTERVENTIONS. BUILD THE ACADEMIC, VOCATIONAL AND RESEARCH CAPACITY OF KEY LOCAL UNIVERSITIES AND SUPPORT DISSEMINATION OF THESE NEW RESEARCH FINDINGS.",2000000,"2023-05-23","2028-05-22",NA,"HAITI","ASST_NON_72052123LA00002_7200","COOPERATIVE AGREEMENT (B)"
"TSANQ65M3FA8","","NORTH CAROLINA STATE UNIVERSITY","NORTH CAROLINA STATE UNIVERSITY",NA,NA,"RALEIGH","NC","THE PURPOSE OF THIS ACTIVITY IS TO CREATE AN ECOSYSTEM FOR TRAINING AND EDUCATION IN TEXTILES IN HONDURAS THAT IS SUSTAINABLE AND REPLICABLE IN OTHER COUNTRIES IN NORTHERN CENTRAL AMERICA",2000000,"2023-07-24","2025-07-23",NA,"HONDURAS","ASST_NON_72052223FA00002_7200","COOPERATIVE AGREEMENT (B)"
"MBU6HCLNZ431","","WAKE FOREST UNIVERSITY","WAKE FOREST UNIVERSITY","WAKE FOREST UNIVERSITY","MBU6HCLNZ431","WINSTON SALEM","NC","TO IMPROVE BIODIVERSITY CONSERVATION AND SUSTAINABLE DEVELOPMENT IN TWO REGIONS IN THE PERUVIAN AMAZON BY STRENGTHENING REGIONAL SCIENCE CAPACITY TO IMPROVE ASSESSMENT OF THE ENVIRONMENTAL IMPACTS OF ILLEGAL ARTISANAL AND SMALL-SCALE GOLD MINING (ASGM), PRODUCE NEW KNOWLEDGE ON CURRENT AND FUTURE NEGATIVE IMPACTS TO FILL CRITICAL KNOWLEDGE GAPS, AND DEVELOP AND PROMOTE TECHNOLOGICAL INNOVATIONS TO ADVANCE NEW SOLUTIONS FOR LANDSCAPE RECOVERY, SUSTAINABILITY, AND BIODIVERSITY PROTECTION.",6923566,"2021-06-01","2026-05-31",NA,"PERU","ASST_NON_72052721CA00005_7200","COOPERATIVE AGREEMENT (B)"
"HLTMVS2JZBS6","","NORTHEASTERN UNIVERSITY","NORTHEASTERN UNIVERSITY","NORTHEASTERN UNIVERSITY",NA,"BOSTON","MA","THE PURPOSE OF THE ACTIVITY IS TO ADVANCE CLIMATE ADAPTATION AND COMMUNITY RESILIENCE PLANNING IN THE CARIBBEAN REGION. THE ACTIVITY WILL IMPLEMENT A CO-LEARNING PROCESS WITH THREE COMMUNITIES IN BARBADOS AND LEVERAGE CIHERC EXPERTISE TO FACILITATE REPLICATION AND SCALING SIMILAR CLIMATE ADAPTATION AND COMMUNITY RESILIENCE PLANNING TOOLS ACROSS THE REGION. THE ACTIVITY SUPPORTS USAID/ESC'S REGIONAL DEVELOPMENT COOPERATION STRATEGY (RDCS) THROUGH REGIONAL DEVELOPMENT OBJECTIVE (RDO) 2 COMMUNITY RESILIENCE STRENGTHENED, INTERMEDIATE RESULTS (IR) 2.2 COMMUNITIES EQUIPPED TO REDUCE VULNERABILITIES.",1000000,"2023-04-28","2025-06-30",NA,"BARBADOS","ASST_NON_72053823FA00001_7200","COOPERATIVE AGREEMENT (B)"
"M2FFKJRY6MB3","","UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES","STATE OF CALIFORNIA CONTROLLERS OFFICE","NUDGYLBB4S99","LOS ANGELES","CA","THE PURPOSE OF THIS ACTION IS TO REQUEST A FULL APPLICATION ON THE POSITIONING SHADE-GROWN CACAO TO IMPROVE CONSERVATION AND RURAL LIVELIHOODS PROJECT",800000,"2021-09-01","2026-08-31",NA,"CONGO (KINSHASA)","ASST_NON_72060521CA00003_7200","COOPERATIVE AGREEMENT (B)"
"JF2BLNN4PJC3","","FLORIDA STATE UNIVERSITY","FLORIDA STATE UNIVERSITY","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","TALLAHASSEE","FL","TRANSFORMING TEACHER EDUCATION IN ZAMBIA",11091143,"2020-09-30","2025-09-29",NA,"ZAMBIA","ASST_NON_72061120CA00006_7200","COOPERATIVE AGREEMENT (B)"
"NM1MLG7N8577","","BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION MALAWI","BAYLOR COLLEGE OF MEDICINE CH ILDRENS FOUNDATION MALAWI",NA,NA,NA,NA,"THE GOAL OF THE CORE ACTIVITY IS TO REDUCE NEW HIV INFECTIONS AND HIV MORBIDITY AND MORTALITY RATES IN MALAWI THROUGH INCREASING ACCESS TO AND UTILIZATION OF HIGH-QUALITY, COMPREHENSIVE SERVICES ACROSS THE CONTINUUM OF HIV TREATMENT AND CARE WITHIN THE SUB-NATIONAL UNITS (SNUS) OR DISTRICTS WHERE IT OPERATES.",65344239,"2021-06-09","2026-06-08",NA,"MALAWI","ASST_NON_72061221CA00011_7200","COOPERATIVE AGREEMENT (B)"
"JF2BLNN4PJC3","","FLORIDA STATE UNIVERSITY","FLORIDA STATE UNIVERSITY","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","TALLAHASSEE","FL","STRENGTHENING TEACHER EDUCATION AND PRACTICE ACTIVITY IN MALAWI (STEP) THE OBJECTIVE OF THE STRENGTHENING TEACHER EDUCATION AND PRACTICE (STEP) ACTIVITY IS TO STRENGTHEN THE HIGHER EDUCATION SYSTEMS TO TRAIN TEACHERS IN EARLY GRADE INSTRUCTION AND PROVIDE PATHWAYS OF CONTINUOUS PROFESSIONAL DEVELOPMENT FOR TEACHERS TO EXCEL IN THEIR DISCIPLINE AND AT THE PRIMARY SCHOOL LEVEL",15600000,"2022-01-20","2027-01-19",NA,"MALAWI","ASST_NON_72061222CA00001_7200","COOPERATIVE AGREEMENT (B)"
"W4TERRVQDRE8","","MICHIGAN STATE UNIVERSITY FOUNDATION","MICHIGAN STATE UNIVERSITY FOUNDATION","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","TRANSFORMING HIGHER EDUCATION SYSTEMS ACTIVITY IN MALAWI",15942154,"2022-10-14","2027-10-18",NA,"MALAWI","ASST_NON_72061223CA00001_7200","COOPERATIVE AGREEMENT (B)"
"R28EKN92ZTZ9","","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","ECONOMIC GROWTH POLICY ACTIVITY - THE GOAL OF THIS PROJECT IS TO STRENGTHEN EVIDENCE-BASED, COUNTRY-LED, INCLUSIVE AND CONSULTATIVE POLICY FORMULATION AND IMPLEMENTATION THAT UNLOCKS AND ADVANCES AGRICULTURE AND NATURAL RESOURCE-LED, CLIMATE-RESILIENT, AND INCLUSIVE COMMERCIALIZATION AND INDUSTRIALIZATION  ALIGNED TO MALAWI'S VISION 2063 THAT RESULTS IN STRONGER, INDEPENDENT INSTITUTIONS, INCREASED PUBLIC-PRIVATE COLLABORATION IN POLICY MAKING, BETTER TARGETED AND ALIGNED PUBLIC RESOURCE ALLOCATIONS, STRENGTHENED CLIMATE-RESILIENT FOOD SYSTEMS, AND IMPROVED ECONOMIC OUTCOMES THROUGH JOBS, INCOMES, TRADE, AND INVESTMENT AND GDP CONTRIBUTIONS",2360000,"2023-06-02","2028-06-01",NA,"MALAWI","ASST_NON_72061223LA00001_7200","COOPERATIVE AGREEMENT (B)"
"N72VCGX13AL6","","STRATHMORE UNIVERSITY","STRATHMORE UNIVERSITY",NA,NA,NA,NA,"THE PURPOSE OF COUNTY BUSINESS CENTERS PROGRAM IS TO STRENGTHEN KENYA'S ECONOMIC COMPETITIVENESS AND ITS PROSPECTS FOR SUSTAINED GROWTH. THE PROGRAM WILL TRANSFER BEST PRACTICES IN BUSINESS DEVELOPMENT AND ADVISORY SERVICES TO A LOCAL NETWORK OF COUNTY-BASED BUSINESS CENTERS",8485873,"2021-05-11","2026-05-10",NA,"KENYA","ASST_NON_72061521CA00016_7200","COOPERATIVE AGREEMENT (B)"
"R28EKN92ZTZ9","","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","USAID EMPOWERED YOUTH",4798122,"2021-07-27","2026-07-26",NA,"KENYA","ASST_NON_72061521CA00019_7200","COOPERATIVE AGREEMENT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY, THE","THE JOHNS HOPKINS UNIVERSITY","FTMTDMBR29C7","BALTIMORE","MD","THE SBC ACTIVITY SEEKS TO TRANSFORM HOUSEHOLDS, COMMUNITIES AND SYSTEMS FOR IMPROVED HEALTH AND DEVELOPMENT OUTCOMES THROUGH SOCIAL AND BEHAVIOR CHANGE. IT WILL CONTRIBUTE TO THE ACHIEVEMENT OF HEALTH AND DEVELOPMENT OUTCOMES THROUGH IMPROVED ADOPTION OF HEALTH BEHAVIORS (E.G. INCREASED, CONSISTENT, AND CORRECT USE OF MOSQUITO NETS; INCREASED ADHERENCE TO ARVS) AT INDIVIDUAL, HOUSEHOLD, AND COMMUNITY LEVELS. THIS ACTIVITY WILL WORK WITH THE GOU, IMPLEMENTING PARTNERS AND STAKEHOLDERS TO IMPLEMENT AND SCALE UP QUALITY SBC INTERVENTIONS THAT DIRECTLY AFFECT THE INTERNAL, STRUCTURAL AND SOCIAL FACTORS IN ORDER TO INCREASE ADOPTION OF IMPROVED HEALTH BEHAVIORS AND ULTIMATELY IMPACT HEALTH AND DEVELOPMENT OUTCOMES. THE ACTIVITY WILL ACCOMPLISH RESULTS THROUGH FOUR INTERMEDIATE RESULTS:",38537553,"2020-03-20","2025-09-30",NA,"UGANDA","ASST_NON_72061720CA00005_7200","COOPERATIVE AGREEMENT (B)"
"CED7ZRB5QWP5","","BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION UGANDA","BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION-UGANDA",NA,NA,NA,NA,"TO SUPPORT THE IMPLEMENTATION OF DISTRICT-BASED INTEGRATED HIV/AIDS AND TB SERVICES IN EASTERN UGANDA.",26736821,"2021-10-21","2026-10-21",NA,"UGANDA","ASST_NON_72061722CA00002_7200","COOPERATIVE AGREEMENT (B)"
"TQCJUED1WEF9","","GALLAUDET UNIVERSITY","GALLAUDET UNIVERSITY","GALLAUDET UNIVERSITY","TQCJUED1WEF9","WASHINGTON","DC","THE PURPOSE OF THIS PROGRAM IS TO MEET THE FOLLOWING OBJECTIVE: USAID/NIGERIA E3 ACTIVITY WILL STRENGTHENING EDUCATION SYSTEMS AND LOCAL CAPACITY TO REDUCE EDUCATIONAL DISPARITIES FACED BY DEAF AND HARD OF HEARING STUDENTS IN NIGERIA. USAID/NIGERIA EXPECTS THAT THIS PARTNERSHIP WILL ATTRACT ADDITIONAL NIGERIAN PUBLIC AND PRIVATE SECTOR STAKEHOLDERS WITH AN INTEREST IN IMPROVING EDUCATIONAL AND EMPLOYMENT OPPORTUNITIES FOR DEAF/HARD OF HEARING/DEAF-BLIND (D/HH/DB) TO CONTINUE THE WORK SEEDED BY THIS USAID INVESTMENT. THIS WILL PAVE THE WAY FOR SUSTAINABLE DEVELOPMENT OF THE GAIN CONCEPT IN NIGERIA AND SERVE AS A MODEL FOR INCLUSIVE TERTIARY EDUCATION ACROSS AFRICA.",2765000,"2021-05-05","2026-04-30",NA,"NIGERIA","ASST_NON_72062021CA00003_7200","COOPERATIVE AGREEMENT (B)"
"SF4JY6YS8LT3","","GEORGETOWN GLOBAL HEALTH NIGERIA LTD/GTE","GEORGETOWN GLOBAL HEALTH NIGERIA LTD/GTE",NA,NA,NA,NA,"THE PRIMARY FOCUS OF ACE ACTIVITY IS TO SUPPORT RELEVANT HIV/AIDS/TB SERVICE DELIVERY, THROUGH A COMBINATION OF DIRECT SERVICE DELIVERY SUPPORT AND TECHNICAL ASSISTANCE IN NIGERIA, ACROSS A VARIETY OF TECHNICAL AREAS RELEVANT TO THE CONTINUUM OF PREVENTION, CARE, AND TREATMENT OF HIV INFECTION. ACE ACTIVITY ALIGNS WITH THE USAID/NIGERIA'S 2020-2025 CDCS DEVELOPMENT OBJECTIVE 2 (DO 2): ""A HEALTHIER, BETTER EDUCATED POPULATION"", SPECIFICALLY THE INTERMEDIATE RESULT 2.1 (IR 2.1): ""IMPROVED HEALTH AND DISEASE OUTCOMES OF PRIORITY POPULATIONS IN TARGETED STATES."" DO2 IS HINGED ON THE HYPOTHESIS THAT IF THE CAPACITY OF HEALTH AND EDUCATION INSTITUTIONS AND SYSTEMS IS INCREASED, IF ACCESS TO EQUITABLE HEALTH AND EDUCATION SERVICES IS INCREASED, IF THE QUALITY OF HEALTH AND EDUCATION SERVICE PROVISION IS INCREASED AND IMPROVED, AND IF THE GOVERNMENT'S COMMITMENT AND CAPACITY TO MOBILIZE MORE OF ITS OWN RESOURCES IS INCREASED THEN NIGERIA WILL BECOME MORE SELF-SUFFICIENT AND EFFECTIVE IN ITS MANAGEMENT OF ESSENTIAL HEALTH AND EDUCATION SERVICES, WHICH WILL CONTRIBUTE TO A HEALTHIER, BETTER EDUCATED POPULATION.",24817844,"2022-02-23","2027-02-22",NA,"NIGERIA","ASST_NON_72062022CA00005_7200","COOPERATIVE AGREEMENT (B)"
"R28EKN92ZTZ9","","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","NONE",1500000,"2024-04-15","2029-04-14",NA,"NIGERIA","ASST_NON_72062024LA00001_7200","COOPERATIVE AGREEMENT (B)"
"R28EKN92ZTZ9","","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","MICHIGAN STATE UNIVERSITY","VJKZC4D1JN36","EAST LANSING","MI","ACCELERATE ADOPTION OF MORE EFFECTIVE POLICIES AND PROGRAMS TO DRIVE BROAD-BASED AGRICULTURAL SECTOR GROWTH, IMPROVED HOUSEHOLD FOOD SECURITY AND NUTRITION, AND REDUCED POVERTY IN TANZANIA.",9000000,"2020-01-01","2025-12-31",NA,"TANZANIA","ASST_NON_72062119LA00001_7200","COOPERATIVE AGREEMENT (B)"
